Class,Order,Family,Genus,Species,Common name,Female maturity (days),s,Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Maximum longevity (yrs),,Metabolic rate (W),Temperature (K),q1 - W,q2 - B,q3 - S,q1 - W,q2 - B,q3 - S,q4 - X
Mammalia,Artiodactyla,Cervidae,Mazama,americana,Red brocket,395,365,225,182,1.3,1,,538.5,,33000,17.1,,,,0.401789505,0.189360219,0.408850275,0.239271978,0.090277325,0.336788195,0.333662502
Mammalia,Artiodactyla,Cervidae,Mazama,gouazoubira,Gray brocket,395,365,212,,1,,,919,,17000,14.8,,,,0.374557847,0.196258383,0.42918377,,,,
Mammalia,Artiodactyla,Cervidae,Muntiacus,muntjak,Indian muntjac,272,332,210,61,1.17,,241,1223,,21000,18.8,,,,0.380932135,0.237449973,0.381617892,0.32568835,0.128137409,0.408186587,0.137987654
Mammalia,Artiodactyla,Cervidae,Muntiacus,reevesi,Reeves's muntjac,274,,199,,1,1.5,215,1050,,18000,23.2,,,,0.371699135,0.293817829,0.334483036,0.322946597,0.149093121,0.387484005,0.140476276
Mammalia,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,478,503,207,132,1.5,1,365,2950,23100,57000,22,,,313.15,0.422644724,0.21353007,0.363825206,0.359360002,0.135119023,0.350767435,0.15475354
Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,White-tailed deer,309,417,198,129,2,1,304,3000,36000,87000,23,123.447,61862.5,312.15,0.440572521,0.198434547,0.360992932,0.338673064,0.059720406,0.40694865,0.194657879
Mammalia,Artiodactyla,Cervidae,Ozotoceros,bezoarticus,Pampas deer,365,,213,167,1,1,330,2100,,32500,21.9,,,310.65,0.398176597,0.245825818,0.355997585,0.354703851,0.146043113,0.376084294,0.123168742
Mammalia,Artiodactyla,Cervidae,Cervus,duvaucelii,Barasingha,1095,,250,210,1,1,,,,170000,24.5,,,,0.469060003,0.172893957,0.35804604,,,,
Mammalia,Artiodactyla,Cervidae,Pudu,puda,Southern pudu,274,320,200,61,1,,,900,,10000,18.3,,,,0.348868489,0.275397967,0.375733544,0.333842851,0.18112054,0.398883457,0.086153152
Mammalia,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou and reindeer,662,680,228,120,1,1,365,6500,20000,101250,21.8,119.66,85000,310.35,0.447831532,0.177405375,0.374763093,0.400781458,0.143414662,0.334022072,0.121781808
Mammalia,Artiodactyla,Cervidae,Cervus,mariannus,Philippine brown deer,,,,,1,,,,,50000,17.4,,,,0.41971913,0.168623252,0.411657619,,,,
Mammalia,Artiodactyla,Cervidae,Rucervus,eldii,Eld's deer,508,,241,240,1,1,372,4750,,122500,20.5,,,,0.456879683,0.152298844,0.390821473,,,,
Mammalia,Artiodactyla,Cervidae,Cervus,timorensis,Timor deer,464,630,251,228,1,1,366,,,63000,21.10000038,,,,0.427510698,0.198214408,0.374274894,,,,
Mammalia,Artiodactyla,Cervidae,Cervus,unicolor,Sambar,650,730,232,213,1,1,,10000,,185000,26.39999962,,,,0.471861302,0.184652423,0.343486274,0.411248689,0.115370406,0.337582957,0.135797948
Mammalia,Artiodactyla,Cervidae,Hippocamelus,antisensis,Guemals,480,,255,,1,,,,,45000,10.6,,,,0.421022799,0.063571863,0.515405338,,,,
Mammalia,Artiodactyla,Cervidae,Hippocamelus,bisulcus,Chilean guemal,180,180,198,135,1,1,,3576,,70000,14,,,,0.436995013,0.09984425,0.463160737,0.352244275,0.004332731,0.520200476,0.123222517
Mammalia,Artiodactyla,Giraffidae,Giraffa,camelopardalis,Giraffe,1278,1644,457,152,1,0.5,620,58500,,800000,39.5,,,310.25,0.530975553,0.18830007,0.280724377,0.500853638,0.137819324,0.277716886,0.083610152
Mammalia,Artiodactyla,Giraffidae,Okapia,johnstoni,Okapi,578,790,458,194,1,0.8,,16000,77000,225000,33.5,,,311.22,0.477568702,0.226531681,0.295899617,0.443274151,0.11735171,0.352649369,0.08672477
Mammalia,Artiodactyla,Hippopotamidae,Hexaprotodon,liberiensis,Pygmy hippopotamus,1278,1644,199,198,1,0.4,,4900,,215000,42.3,,,,0.472806538,0.281606663,0.245586798,0.357171595,0.169304821,0.189687237,0.283836347
Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,amphibius,Hippopotamus,1279,1279,234,341,1,0.6,563,40000,237500,3750000,61.2,,,308.55,0.593194037,0.195004723,0.21180124,0.405088175,0.015452729,0.234101652,0.345357443
Mammalia,Artiodactyla,Suidae,Babyrousa,babyrussa,Babirusa,548,548,153,213,1.3,2,,715,,71500,22.9,,,,0.432060054,0.209092526,0.35884742,0.233907305,0.08114745,0.281790612,0.403154632
Mammalia,Artiodactyla,Suidae,Phacochoerus,africanus,Wart hog,578,578,164,84,3,1.5,426,660,,100000,20.9,,,,0.447791417,0.168674106,0.383534477,0.211289806,0.048949857,0.278197936,0.461562402
Mammalia,Artiodactyla,Suidae,Potamochoerus,porcus,Red river hog,1096,1096,122,91,3,,365,775,,88000,22,,,,0.441600767,0.187774278,0.370624954,0.23604957,0.129909696,0.19385594,0.440184794
Mammalia,Artiodactyla,Suidae,Sus,barbatus,Bearded pig,450,540,122,105,4,1,,,,102750,16.20000076,,,,0.452009345,0.109859045,0.43813161,,,,
Mammalia,Artiodactyla,Suidae,Sus,salvanius,Pygmy hog,700,700,108,,3,,,191.5,,8000,14,,,,0.342318419,0.228482414,0.429199167,0.220376784,0.220594088,0.239030502,0.319998627
Mammalia,Artiodactyla,Suidae,Sus,scrofa,Wild boar,334,768,115,56,7,1.5,230,960,5700,130000,27,104.15,135000,312.15,0.456193432,0.210623595,0.333182973,0.229272511,0.001579154,0.346875301,0.422273033
Mammalia,Artiodactyla,Suidae,Sus,verrucosus,Javan pig,274,1825,120,105,6,1,,1000,,76000,17,,,,0.438272311,0.138568401,0.423159288,0.249394549,0.003995946,0.407167172,0.339442333
Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Collared peccary,329,358,145,49,2,2,155,700,4881,20200,31.5,33.165,20500,310.65,0.373089977,0.355660234,0.271249789,0.289760671,0.160070967,0.327913745,0.222254617
Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,White-lipped peccary,548,548,158,50,2,,,700,,22000,28.5,,,311.65,0.378007774,0.328122255,0.293869971,0.288591262,0.195674079,0.266103116,0.249631544
Mammalia,Artiodactyla,Tragulidae,Moschiola,meminna,Indian spotted chevrotain,,,150,,1.5,,,319,,2450,14.5,,,,0.290248537,0.306542936,0.403208527,,,,
Mammalia,Artiodactyla,Tragulidae,Tragulus,javanicus,Lesser mouse-deer,167,167,144,84,1,,,370,,2850,14,4.883,1615.5,311.55,0.297267507,0.2896936,0.413038893,0.310235125,0.196357734,0.45450194,0.038905201
Mammalia,Artiodactyla,Tragulidae,Tragulus,napu,Greater mouse-deer,137,135,153,91,1,1,152,373,,6500,16.7,,,,0.331154957,0.280399711,0.388445332,0.274188558,0.116132392,0.46904834,0.140630711
Mammalia,Carnivora,Ailuridae,Ailurus,fulgens,Lesser panda,550,550,116,137,2,1,365,100,1140,4325,19,4.898,5740,310.75,0.311836188,0.333536598,0.354627214,0.196906318,0.245978488,0.228545292,0.328569902
Mammalia,Carnivora,Canidae,Atelocynus,microtis,Small-eared dog,,,,,,,,,,9500,11.9,,,,0.351754992,0.181793968,0.46645104,,,,
Mammalia,Carnivora,Canidae,Canis,adustus,Side-striped jackal,274,274,64,42,4,2,,,,10250,13.7,,,,0.353394148,0.208919717,0.437686136,,,,
Mammalia,Carnivora,Canidae,Canis,aureus,Golden jackal,334,334,63,75,3,1,365,207.5,,11000,18.8,,,311.95,0.352707635,0.275798922,0.371493443,0.210551573,0.141941118,0.320894515,0.326612794
Mammalia,Carnivora,Canidae,Canis,familiaris,Domestic dog,510,510,63,63,6,,180,,,40000,24,,,,0.406149289,0.254074663,0.339776048,,,,
Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,274,274,63,60,6,1,365,250,1517,13250,21.8,19.423,10148.9,310.15,0.359067541,0.298010018,0.342922441,0.217827019,0.121891061,0.343531003,0.316750918
Mammalia,Carnivora,Canidae,Canis,lupus,Gray wolf,669,669,62,47,6,0.8,365,450,5250,26625,20.6,,,311.45,0.390202293,0.243908224,0.365889484,0.24083422,0.163883539,0.246852712,0.348429529
Mammalia,Carnivora,Canidae,Canis,mesomelas,Black-backed jackal,309,251,60,60,4,1,274,159,,10250,16.7,21.533,7720,311.15,0.351035918,0.253387223,0.395576859,0.189660104,0.124458072,0.330651674,0.355230151
Mammalia,Carnivora,Canidae,Cerdocyon,thous,Crab-eating fox,274,274,55,90,4,1.9,243,140,,6500,12.7,8.502,5444,311.35,0.334415852,0.218911276,0.446672872,0.195331463,0.132288107,0.361668496,0.310711934
Mammalia,Carnivora,Canidae,Chrysocyon,brachyurus,Maned wolf,730,,64,227,3,,,368,,21500,16.8,,,,0.383298767,0.21079543,0.405905803,0.231988656,0.171990665,0.242524707,0.353495973
Mammalia,Carnivora,Canidae,Cuon,alpinus,Dhole,365,365,61,58,5,1,365,275,2350,15750,16.1,,,,0.370221574,0.219694681,0.410083745,0.216107567,0.120076498,0.329122816,0.33469312
Mammalia,Carnivora,Canidae,Lycalopex,culpaeus,Culpeo,365,,61,61,4,1,365,168,,13000,13.1,,,,0.364301579,0.184767335,0.450931086,0.181522404,0.107577235,0.326884847,0.384015514
Mammalia,Carnivora,Canidae,Lycalopex,griseus,Argentinian gray fox,,,56,,4.2,,,,,3990,10.9,,,,0.314934994,0.213530404,0.471534603,,,,
Mammalia,Carnivora,Canidae,Lycalopex,gymnocercus,South American fox,304,,57,,4,,365,,,8500,13.7,,,,0.345222588,0.220022507,0.434754905,,,,
Mammalia,Carnivora,Canidae,Lycalopex,sechurae,Sechura fox,,,,,,,,,,4000,9.9,,,,0.316190278,0.191772144,0.492037578,,,,
Mammalia,Carnivora,Canidae,Lycalopex,vetulus,Hoary fox,,,,,3,,365,,,5350,12.6,,,,0.326011331,0.228683255,0.445305414,,,,
Mammalia,Carnivora,Canidae,Lycaon,pictus,African wild dog,639,639,72,91,8,1,362,318,,26500,17,33.01,8750,,0.392284431,0.201052656,0.406662913,0.20956255,0.136617802,0.254683954,0.399135695
Mammalia,Carnivora,Canidae,Nyctereutes,procyonoides,Raccoon dog,304,304,61,47,6,1,365,75,825,6500,16.6,,,311.15,0.331226486,0.279050945,0.389722569,0.148247013,0.135877529,0.308044949,0.407830509
Mammalia,Carnivora,Canidae,Otocyon,megalotis,Bat-eared fox,365,,68,105,4,2,182,122,,4150,17,,,,0.311357965,0.311008365,0.37763367,0.210471877,0.210857779,0.298222716,0.280447628
Mammalia,Carnivora,Canidae,Speothos,venaticus,Bush dog,304,365,68,101,4,2,249,160,,6000,14.1,,,,0.329676676,0.247142083,0.423181241,0.212161059,0.159932295,0.344917686,0.28298896
Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,Gray fox,345,365,57,55,4,1,365,95,519.7,4750,16.2,,,,0.317826199,0.292175201,0.389998601,0.182651402,0.18215663,0.300713435,0.334478533
Mammalia,Carnivora,Canidae,Vulpes,corsac,Corsac fox,504,,53,28,4.7,,365,62.5,,2700,13,,,,0.295790125,0.276257782,0.427952093,0.173926815,0.240194332,0.250933345,0.334945508
Mammalia,Carnivora,Canidae,Vulpes,lagopus,Arctic fox,304,304,52,51,9,1,365,70,,5200,16.3,7.665,3600,311.75,0.321703737,0.288189132,0.390107131,0.152463729,0.151829132,0.307030259,0.38867688
Mammalia,Carnivora,Canidae,Vulpes,macrotis,Kit fox,,,54,,4,,365,40,,2500,15.8,4.928,1769,311.15,0.290107798,0.324626554,0.385265647,,,,
Mammalia,Carnivora,Canidae,Vulpes,pallida,Pale fox,,,52,,4,,,75,,2800,16,,,,0.294904653,0.320730271,0.384365076,,,,
Mammalia,Carnivora,Canidae,Vulpes,rueppellii,Ruppell's sand fox,,,,,2,,,,,3200,14.3,,,,0.30207092,0.287585417,0.410343663,,,,
Mammalia,Carnivora,Canidae,Vulpes,velox,Swift fox,365,365,55,46,4.5,1,365,39.65,,2400,15.9,4.948,1769,,0.288250828,0.328464391,0.383284781,0.141887941,0.215287077,0.265118327,0.377706655
Mammalia,Carnivora,Canidae,Vulpes,vulpes,Red fox,304,304,52,48,5,1,365,100,1397,4131.7,21.3,13.731,4580.3,311.85,0.308479552,0.361909307,0.329611142,0.195808906,0.199834417,0.300502466,0.303854211
Mammalia,Carnivora,Canidae,Vulpes,zerda,Fennec,274,274,51,66,2.2,1,365,26.28,,1250,16.3,2.693,1159.2,311.95,0.259481713,0.372730903,0.367787384,0.135712989,0.23165919,0.288302767,0.344325054
Mammalia,Carnivora,Eupleridae,Cryptoprocta,ferox,Fossa,1496,,90,129,3,1,,100,,9500,23.1,,,,0.343855506,0.330749122,0.325395372,0.171604555,0.284560416,0.079998957,0.463836071
Mammalia,Carnivora,Eupleridae,Fossa,fossana,Malagasy civet,728,,82,76,1,,365,67.5,,1540,21.4,5.02262,2260,311.05,0.265346483,0.421490752,0.313162765,0.215222641,0.355822446,0.169461152,0.259493761
Mammalia,Carnivora,Eupleridae,Galidia,elegans,Malagasy ring-tailed mongoose,737,,72,60,1,1,365,50,183,800,26,,,,0.234440907,0.504056668,0.261502424,0.222912526,0.414772393,0.144296905,0.218018176
Mammalia,Carnivora,Felidae,Acinonyx,jubatus,Cheetah,456,456,88,107,3,0.7,537,489,1940,53500,20.5,61.77,38446.1,312.15,0.420719734,0.201429777,0.377850488,0.212885148,0.069085515,0.301502728,0.416526609
Mammalia,Carnivora,Felidae,Caracal,caracal,Caracal,456,456,74,122,3,,365,165,,16000,20.3,,,,0.368148335,0.270816106,0.361035558,0.178107099,0.135539498,0.26582082,0.420532583
Mammalia,Carnivora,Felidae,Catopuma,temminckii,Asiatic golden cat,639,,95,,1,,,250,,13500,23,,,,0.35924527,0.308934807,0.331819923,0.224357852,0.204406141,0.225710886,0.34552512
Mammalia,Carnivora,Felidae,Felis,catus,Domestic cat,289,,65,56,4,,,97.5,,3900,30,,,311.25,0.301881595,0.442244626,0.255873779,0.200442164,0.218962329,0.282688196,0.297907311
Mammalia,Carnivora,Felidae,Felis,chaus,Jungle cat,335,,60,90,3,2,112,131,2212.5,10000,20,,,,0.347810556,0.295346682,0.356842762,0.177828205,0.137996827,0.300720827,0.383454141
Mammalia,Carnivora,Felidae,Felis,manul,Pallas' cat,365,,72,,4.1,,,89,,3500,15.9,,,,0.304719269,0.306088533,0.389192198,0.191352595,0.210765223,0.292279266,0.305602915
Mammalia,Carnivora,Felidae,Felis,margarita,Sand cat,274,,67,,4.5,2,198,55.5,,2750,13.9,,,,0.295793829,0.290202082,0.41400409,0.159380541,0.179986766,0.324396264,0.336236429
Mammalia,Carnivora,Felidae,Felis,nigripes,Black-footed cat,445,434,66,,2,4,228,72.4,,2125,15.6,,,,0.283165757,0.331404135,0.385430108,0.198333777,0.264834183,0.260041759,0.276790281
Mammalia,Carnivora,Felidae,Felis,silvestris,Wild cat,304,304,64,87,3.7,2.3,114,100,643,5500,19,,,,0.322326564,0.319283205,0.358390231,0.181310261,0.168316053,0.308385795,0.34198789
Mammalia,Carnivora,Felidae,Leopardus,colocolo,Colocolo,,,,,2.5,,,,,2950,19.6,,,,0.294765579,0.363209508,0.342024912,,,,
Mammalia,Carnivora,Felidae,Leopardus,geoffroyi,Geoffroy's cat,479,,75,68,2,1.3,240,93.2,,4000,23,,,,0.306151072,0.381074497,0.312774431,0.196072449,0.248147979,0.231540326,0.324239245
Mammalia,Carnivora,Felidae,Leopardus,pardalis,Ocelot,600,600,77,106,2,1,452,255.5,3400,8800,28.2,17.368,10500,311.15,0.338138809,0.380087494,0.281773697,0.247775326,0.248196642,0.220851442,0.28317659
Mammalia,Carnivora,Felidae,Leopardus,tigrinus,Little spotted cat,,,75,56,1.5,,,,,2250,21.9,,,,0.281620772,0.404191542,0.314187686,,,,
Mammalia,Carnivora,Felidae,Leopardus,wiedii,Margay,659,,81,56,1.5,,,166.5,785.1,3666.7,24,5.227,3600,311.55,0.301846664,0.395791824,0.302361512,0.250901761,0.309042038,0.205158447,0.234897754
Mammalia,Carnivora,Felidae,Leptailurus,serval,Serval,821,,70,128,2.5,2.5,176,263,,13350,22.4,1.44,1012,,0.359072375,0.303661369,0.337266256,0.23067094,0.229608645,0.195488206,0.344232208
Mammalia,Carnivora,Felidae,Lynx,canadensis,Canada lynx,498,573,63,152,3.5,1,365,204,,10100,26.8,,,,0.344759334,0.360481016,0.29475965,0.220832434,0.207536908,0.241886884,0.329743773
Mammalia,Carnivora,Felidae,Lynx,lynx,Lynx,639,1004,66,87,2,1,365,246.5,1860,23000,23.7,,,,0.382144493,0.284068994,0.333786512,0.199378774,0.159268499,0.223052728,0.418299999
Mammalia,Carnivora,Felidae,Lynx,rufus,Bobcat,365,730,65,65,3,0.9,365,265,1190,8600,32.3,23.446,9400,,0.335518689,0.411935055,0.252546256,0.249690167,0.211770067,0.279626116,0.25891365
Mammalia,Carnivora,Felidae,Neofelis,nebulosa,Clouded leopard,730,1095,89,130,2,,,170,5427.5,19500,19.8,,,,0.377080202,0.25348332,0.369436478,0.17496004,0.162953735,0.205119185,0.45696704
Mammalia,Carnivora,Felidae,Panthera,leo,Lion,1095,1095,109,216,3,1,649,1300,8480,175000,27,94.58,98000,311.05,0.469168105,0.19299476,0.337837135,0.250104571,0.099958456,0.197044802,0.45289217
Mammalia,Carnivora,Felidae,Panthera,onca,Jaguar,730,730,99,126,2,0.5,365,820,5033.5,81150,28,62.419,50400,310.15,0.435191463,0.246737761,0.318070776,0.244342847,0.114014951,0.233775648,0.407866554
Mammalia,Carnivora,Felidae,Panthera,pardus,Leopard,937,771,97,110,2,1.25,444,550,1940,53750,27.3,,,,0.417511616,0.265483664,0.317004721,0.231796526,0.158310833,0.188524369,0.421368272
Mammalia,Carnivora,Felidae,Panthera,tigris,Tiger,1268,1415,105,121,2.5,0.4,750,1190,11003,119700,26.3,133.859,137900,310.65,0.452903243,0.209620113,0.337476644,0.260891311,0.142439739,0.176199025,0.420469926
Mammalia,Carnivora,Felidae,Prionailurus,bengalensis,Leopard cat,365,,62,45,2.5,,163,96,620,5000,17,,,,0.319491028,0.29995788,0.380551092,0.18226027,0.186242928,0.290115167,0.341381635
Mammalia,Carnivora,Felidae,Prionailurus,planiceps,Flat-headed cat,,,56,,,,,,,6750,14,,,,0.33490253,0.238558467,0.426539003,,,,
Mammalia,Carnivora,Felidae,Prionailurus,rubiginosus,Rusty-spotted cat,,,68,,2.5,,,,,1350,17.9,,,,0.261725819,0.389194273,0.349079908,,,,
Mammalia,Carnivora,Felidae,Prionailurus,viverrinus,Fishing cat,,,72,182,2,,,170,,10650,17.2,,,,0.352355552,0.257741783,0.389902665,,,,
Mammalia,Carnivora,Felidae,Profelis,aurata,African golden cat,,,81,,2,,,248.33,,10650,21,,,,0.349978265,0.302568637,0.347453098,,,,
Mammalia,Carnivora,Felidae,Puma,concolor,Cougar,912,912,92,90,2.5,0.45,786,400,3500,63000,23.8,49.326,37200,310.75,0.426076648,0.225255297,0.348668054,0.196332086,0.122800254,0.190942862,0.489924799
Mammalia,Carnivora,Felidae,Puma,yagouaroundi,Jaguarundi,803,,73,,2,2,182,,,7000,18.6,9.69,8400,311.55,0.333106401,0.30020258,0.366691019,,,,
Mammalia,Carnivora,Felidae,Uncia,uncia,Snow leopard,730,730,96,77,2,1,365,475,7500,50000,21.2,,,,0.417366639,0.212982536,0.369650825,0.217717669,0.120935331,0.234802831,0.426544169
Mammalia,Carnivora,Herpestidae,Atilax,paludinosus,Marsh mongoose,,255,76,36,2,2,182,100,550,3300,20.8,,,,0.298951663,0.369904909,0.331143427,,,,
Mammalia,Carnivora,Herpestidae,Bdeogale,nigripes,Black-legged mongoose,,,,,1,,,,,2000,15.8,,,,0.28036785,0.337860333,0.381771817,,,,
Mammalia,Carnivora,Herpestidae,Crossarchus,obscurus,Long-nosed cusimanse,274,274,58,23,4,2.5,122,9.8,,790,13.3,,,,0.241875167,0.354266934,0.403857898,0.07263115,0.225272138,0.269295003,0.432801709
Mammalia,Carnivora,Herpestidae,Cynictis,penicillata,Yellow mongoose,730,,56,61,2,2,365,,,598.5,15.2,,,,0.228167691,0.400717673,0.371114636,,,,
Mammalia,Carnivora,Herpestidae,Galerella,pulverulenta,Cape grey mongoose,,,61,58,2.6,,,20.2,,650,11.7,,,,0.234887506,0.337051078,0.428061416,,,,
Mammalia,Carnivora,Herpestidae,Galerella,sanguinea,Slender mongoose,365,365,65,55,2,2,182,,,500,12.6,2.202,519.6,311.85,0.222553033,0.36925322,0.408193747,,,,
Mammalia,Carnivora,Herpestidae,Helogale,parvula,Dwarf mongoose,456,,55,21,3,2.25,142,,,274.8,18,,,,0.192178597,0.484849808,0.322971595,,,,
Mammalia,Carnivora,Herpestidae,Herpestes,edwardsi,Indian gray mongoose,,,59,,2.6,3.3,110,,,1000,12.3,,,,0.253095066,0.322733791,0.424171142,,,,
Mammalia,Carnivora,Herpestidae,Herpestes,javanicus,Javan mongoose,301,122,49,50,2,2,151,25.92,275,800,16.6,2.248,611,312.95,0.239784616,0.403294053,0.356921331,0.155836793,0.28007532,0.273992606,0.290095281
Mammalia,Carnivora,Herpestidae,Herpestes,smithii,Ruddy mongoose,,,,,2.5,,,,,1702.5,17.8,,,,0.271918763,0.374177566,0.353903671,,,,
Mammalia,Carnivora,Herpestidae,Herpestes,urva,Crab-eating mongoose,,,66,,3,,,,,1863.2,13.3,,,,0.279326615,0.303381227,0.417292158,,,,
Mammalia,Carnivora,Herpestidae,Herpestes,vitticollis,Striped-necked mongoose,,,,,2.5,,,,,2250,12.8,,,,0.288016654,0.283588811,0.428394535,,,,
Mammalia,Carnivora,Herpestidae,Ichneumia,albicauda,White-tailed mongoose,,,,274,2.3,,,,,3500,14.8,,,,0.305573082,0.289988766,0.404438151,,,,
Mammalia,Carnivora,Herpestidae,Mungos,mungo,Banded mongoose,289,,60,,2.5,2,365,39,,1331.5,17.4,,,,0.261460934,0.38365046,0.354888606,0.166640679,0.248870763,0.289868616,0.294619942
Mammalia,Carnivora,Herpestidae,Suricata,suricatta,Meerkat,365,365,77,44,4,1,365,29,225.5,776,20.6,1.729,850,309.45,0.235883991,0.453582254,0.310533755,0.170824619,0.317612074,0.23680769,0.274755616
Mammalia,Carnivora,Hyaenidae,Crocuta,crocuta,Spotted hyena,1095,639,110,265,2,1,449,1390,14500,63000,41.1,,,,0.419570233,0.347942268,0.232487499,0.307558984,0.21556877,0.170306135,0.30656611
Mammalia,Carnivora,Hyaenidae,Hyaena,brunnea,Brown hyena,1000,,92,342,2.5,0.4,511,688,27400,42250,31.9,,,,0.405149098,0.314730669,0.280120233,0.263735782,0.20235377,0.176525445,0.357385002
Mammalia,Carnivora,Hyaenidae,Hyaena,hyaena,Striped hyena,800,800,90,279,2.5,,237,700,,40000,25,31.954,34300,310.15,0.40566312,0.263242008,0.331094872,0.26268837,0.172253233,0.224114742,0.340943654
Mammalia,Carnivora,Hyaenidae,Proteles,cristata,Aardwolf,,,84,132,2.5,,,275,,10000,20,11.563,7902.6,309.55,0.347810556,0.295346682,0.356842762,,,,
Mammalia,Carnivora,Mephitidae,Conepatus,chinga,Molina's hog-nosed skunk,,,,,,,,,,3400,10,,,,0.308976827,0.203667503,0.48735567,,,,
Mammalia,Carnivora,Mephitidae,Conepatus,leuconotus,Hog-nosed skunk,319,319,56,,3.4,1.5,182,,,1900,10.2,,,,0.28334081,0.242626064,0.474033125,,,,
Mammalia,Carnivora,Mephitidae,Mephitis,mephitis,Striped skunk,335,335,63,60,5,1,365,33.5,493.5,3500,13.9,,,309.6,0.306320263,0.275899695,0.417780041,0.108417528,0.160547376,0.280264425,0.450770671
Mammalia,Carnivora,Mephitidae,Spilogale,putorius,Spotted skunk,152,152,31,50,5,1.5,243,9.5,160,600,10.5,1.674,624,309.55,0.232682505,0.317496711,0.449820784,0.074821745,0.178048417,0.364115249,0.383014589
Mammalia,Carnivora,Mustelidae,Aonyx,capensis,African clawless otter,365,365,63,53,2.5,,,1050,3360,23500,14.2,,,,0.389183641,0.167762001,0.443054358,0.306648343,0.124899527,0.382894514,0.185557615
Mammalia,Carnivora,Mustelidae,Aonyx,cinereus,Oriental small-clawed otter,,,63,81,1.42,2,182,57,,3000,23,,,,0.293594095,0.398135805,0.3082701,,,,
Mammalia,Carnivora,Mustelidae,Arctonyx,collaris,Hog badger,,,42,104,3,,,58,,10500,15.8,,,,0.352747518,0.239517256,0.407735226,,,,
Mammalia,Carnivora,Mustelidae,Eira,barbara,Tayra,700,183,66,75,2,,,83,1708,4500,22.3,6.811,2950,311.55,0.311660253,0.367148374,0.321191372,0.18375742,0.268353171,0.178643631,0.369245779
Mammalia,Carnivora,Mustelidae,Enhydra,lutris,Sea otter,974,1369,140,175,1,0.8,548,1868,13425,25850,27,98.479,26832.8,310.65,0.385690847,0.306416258,0.307892894,0.365949474,0.267927961,0.225393545,0.140729021
Mammalia,Carnivora,Mustelidae,Galictis,cuja,Little grison,,,,,,,,,,1000,10.2,,,,0.255324658,0.280691929,0.463983413,,,,
Mammalia,Carnivora,Mustelidae,Galictis,vittata,Grison,,,40,,2,,,,,2300,12.5,,,,0.289258458,0.276959336,0.433782205,,,,
Mammalia,Carnivora,Mustelidae,Gulo,gulo,Wolverine,710,776,35,87,3,0.5,639,95,,16333.3,19.5,31.765,12700,310.15,0.369527091,0.260564272,0.369908638,0.134653501,0.154453658,0.190356776,0.520536066
Mammalia,Carnivora,Mustelidae,Hydrictis,maculicollis,Spotted-necked otter,,,61,,2,,365,,,4000,22.9,,,,0.306202966,0.380095982,0.313701052,,,,
Mammalia,Carnivora,Mustelidae,Ictonyx,striatus,"Striped polecat, zorilla",304,393,36,79,2,1,365,15,170,910,14,,,,0.24743674,0.357399229,0.395164031,0.102764983,0.240786322,0.266042604,0.390406091
Mammalia,Carnivora,Mustelidae,Lontra,canadensis,Northern river otter,730,730,62,122,2.5,0.9,365,140,1510,9000,27,,,311.55,0.339637607,0.368989319,0.291373074,0.198170637,0.241419281,0.177181768,0.383228314
Mammalia,Carnivora,Mustelidae,Lutra,lutra,Eurasian river otter,548,548,61,55,2,1,365,110.5,,6750,18.2,25.104,10000,311.25,0.331777909,0.297477282,0.370744809,0.184311251,0.207887961,0.235302956,0.372497832
Mammalia,Carnivora,Mustelidae,Martes,americana,American marten,365,365,28,46,3,1,365,30,392,884,17.8,3.579,966.5,311.15,0.243311514,0.41304656,0.343641926,0.165778742,0.298996481,0.248072921,0.287151856
Mammalia,Carnivora,Mustelidae,Martes,flavigula,Yellow-throated marten,,,150,,2.5,,182,57.5,,2500,16,,,,0.289957992,0.327451356,0.382590653,,,,
Mammalia,Carnivora,Mustelidae,Martes,foina,Beech marten,548,730,30,66,3.5,1,365,30,,1700,18.2,,,,0.271589955,0.379255339,0.349154706,0.139559755,0.28225156,0.191650324,0.386538361
Mammalia,Carnivora,Mustelidae,Martes,martes,European pine marten,456,426,28,59,4,1,365,30,680,1300,18.2,4,920,310.15,0.259880553,0.395165036,0.344954411,0.150300773,0.288015055,0.216463854,0.345220318
Mammalia,Carnivora,Mustelidae,Martes,pennanti,Fisher,365,365,45,66,2.5,1,365,35,,3175,14.3,,,311.65,0.301728575,0.288050566,0.41022086,0.117503179,0.18041613,0.26823123,0.43384946
Mammalia,Carnivora,Mustelidae,Martes,zibellina,Sable,456,456,30,56,3,,,30,600,1066.7,18.4,,,,0.251116901,0.409349788,0.339533311,0.159432183,0.305865727,0.215742084,0.318960006
